"";"id";"description";"VIO"
"5907";876357029069388;"SONST ist doch immer ""Putin schuld""!  ;)";"false"
"9605";855189761186115;"Die Regierung ist die Antifa";"false"
"1095";1064028110302278;"Oder anders gesagt, je bunter das jeweilige Land , desto roter ist es bei der Studie eingefärbt . Oder sollte man eher sagen "" desto dümmer sind seine Menschen "" ?";"false"
"7244";882681125103645;"ich würde mir mal schnell eine neue wohnung/haus suchen. oder ein schweres MG.";"true"
"1480";862015220503569;"Ahoi Thomas. Onkel Mohammad kennt euch aber auch nicht...";"false"
"653";1152562998115455;"Linke Bazillen.

http://m.focus.de/panorama/welt/krawalle-bei-demo-in-berlin-linksautonome-greifen-polizisten-mit-steinen-und-boellern-an_id_5714351.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online-politik&fbc=facebook-focus-online-politik&ts=201607092233";"false"
"9297";962255790479511;"wir sind jetzt schon weiter ... http://www.epochtimes.de/USA-bezahlt-Schlepper-Das-sagt-OEsterreichs-Geheimdienst-ueber-Fluechtlinge-a1259590.html";"false"
"5975";876319729073118;"Genau - der Eindruck ist richtig. 
Richtige Fachkräfte brauchen keine Arbeitsagentur  !!!!!!!
Die sind ja schon mit den Deutschen überfordert";"false"
"6433";1012236142148142;"Werden die Flüchtlinge denn dann auch den Koran in die "" Bibel "" umbenennen!!!!";"false"
"3821";982660011772422;"wenn die erstmal in Deutschland sind ,würde es mich wundern wenn sie sich hier anders benehmen";"false"
"4288";1035098359861920;"Und wie jeden Montag Gänsehaut vom feinsten.

Danke Dresden, Danke Deutschland! 

Dresden zeigt wies geht!";"false"
"2086";1112099978828424;"Ramona singt sehr gut...!!!...";"false"
"8154";887994701238954;"Genau das ist doch das was uns alle einreden wollen, wir hätten eine,  große Schuld"" einen scheiß haben wir.";"false"
"413";1065259763512446;"Find ich klasse...????????";"false"
"3012";982684238436666;"Ramon gerade hast du selber ""Volksverhetzung""betrieben,wer im Glashaus sitzt...";"false"
"7973";1018199841551772;"Der russische Geheimdienst hat Thailand vor der Moeglichkeit gewarnt,dass zehn Syrier,die mit ISIS in Verbindung stehen,vorgehabt hatten,den Anschlag auf die russische Institution in Thailand zu verueben.

http://www.jpost.com/Breaking-News/Syrians-linked-to-ISIS-in-Thailand-planned-to-attack-Russian-interests-436297";"false"
"3837";982640778441012;"Das bedeutet nur eins. Ungarn wird mit Sanktionen belastet wenn es nicht wieder offene Grenzen gibt. 
"" solche zustande kann dich Frau Merkel nicht akzeptieren""";"false"
"5586";1105416192830136;"Alexander Czech";"false"
"3920";982646065107150;"Moment mal.... Die Serben haben genug eigene Probleme und sind absolut finanzschwach, sie müssen zwangsläufig alle Flüchtlinge so schnell wie möglich wieder ""loswerden""";"false"
"7242";882696745102083;"Schon mal mitgekriegt das auf Madagaskar zur zeit die pest cursiert und wer sagt das es nur da ist?  http://www.tagesschau.de/ausland/madagaskar-pest-101.html";"false"
"7055";854998371205254;"In den Medien heißt es, PEGIDA stehe nach dem Rückzug von Lutz Bachmann vor dem Aus. 
Was sagt ihr dazu ?";"false"
"5382";1105408149497607;"ja klar, ausgerechnet in Dresden... logo ??";"false"
"8202";935256543179436;"Nee, der hat bestimmt GEZ nicht bezahlt =)";"false"
"3162";982683221770101;"So wird es generell werden wenn die netten Asylafisten ihren Willen nicht bekommen oder gar abgeschoben werden sollen... aber  damit diese Kreaturen wieder aus dem Land zu bekommen sind wird zwar gefordert aber nicht überfordert;)";"false"
"2848";1052514584786964;"Ich weiss gar nicht, was ihr habt. ...Verbietet die Gegendemstrationen und für den Pegidalauf reichen 2 Polizisten: einer vorne und einer hinten!!";"false"
"5446";1105792006125888;"Nur Geschwätze, nix passiert....";"false"
"8291";935370076501416;"Das sind Fachkräfte von morgen";"false"
"3866";982674958437594;"Anke Schneider , wo bitte sollen die 1 Million Jobs und Wohnungen jedes Jahr bitte her kommen?? Wenn man sieht wie die sich zum Teil aufführen, kann man sich vorstellen was die veranstalten wenn sie nicht kriegen was sie sich erträumt haben. Dann werden sie es sich nehmen. Und die momentane EU ist ein Witz, eigentlich schon jetzt gescheitert.";"false"
"385";1069092933129129;"Das stimmt nicht. Er bleibt bei seiner Linie.   Wenn die Grünen nicht wären, dann würde der in Bawü die absolute Mehrheit bekommen. Zu recht.";"false"
"7117";855051134533311;"Ich amüsiere mich echt köstlich ??????";"false"
"1348";1064349506936805;"oh..der rafael..das burli hatte ich doch glatt vergessen..klar,daß du da wimmerst...soo..moment...tada :da ist dein gute nacht hüpferli :nuß nougat...natürlich passend in einem wunderschönen,samtig glänzendem braun..so wie du es gerne hast...danach  dann aber bitte rasch die zähnchen schrubben , deinen teddy schnappen (falls du den nicht schon als wurfgeschoß verfeuert hast) und dann huschhusch ins körbchen ! mami kontrolliert nachher ob du auch schön zugedeckt bist.....";"false"
"1073";1063671300337959;"Torsten Martin: Tagesranking der guten Sprüche, 1. Platz";"false"
"8261";935668759804881;"Ein Idiot zu sein ist nicht Strafbar! Leider!";"false"
"4368";1035619196476503;"Ok, wenn da noch dein Herz dran hängt";"false"
"4031";982660551772368;"Ob jetzt wieder ein paar Gut... aufwachen und sei es aus Angst???";"false"
"9820";861958460509245;"Das mit dem Sonntag stimmt aber nicht, meines Kenntnisstandes nach sind bis jetzt alle Demos Montags gewesen, mit außnahme einer Demo, die wegen einem Gratiskonzert auf Sonntag verlegt wurde...hmm";"false"
"8709";1070099369695152;"der grüne Gutmensch ,der Sexspiele mit Kleinstkindern indenSchulen befürwortet";"false"
"7798";1013139688724454;"...";"false"
"126";1069106379794451;"Also ich mag die Grünen nicht, aber hier wird deutlich wie gewisse Zeitungsschmierer arbeiten! Wenn sie jemanden diskreditieren wollen dann tun sie es, egal welcher Partei er angehört!";"false"
"4076";982643885107368;"Einzig die öffentliche Bekanntgebung das Deutschland niemanden mehr aufnimmt könnte das Ganze jetzt noch halbwegs retten.";"false"
"4068";982649918440098;"Was wäre wohl die deutsche Grenze wäre zu?! Die hält nichts auf. Der Gesang der Loreley lockt: Alle kommen können.....Refugees Welcome......Wir schaffen das.....usw";"false"
"4855";985442214827535;"Bild ist meine Religion";"false"
"60";1064848076886948;"Ich bin stolz auf euch Sachsen,nicht nur das ihr die schönsten Mädels habt, nein ihr habt auch noch Vaterlandsstolz und kämpft dafür.
????????????????????????????????????????????????????????????????";"false"
"4898";989182904453466;"Ich denke mal mehr eine Reiswarnung für den Süden der USA ( an der mexikanischen Grenze ) :-))))";"false"
"10484";1010176829020740;"Wir sind gestern Abend extra mal über Kufstein gefahren und wollten uns mal die ""verschärften Kontrollen"" anschauen. Wir hatten uns so auf ca. 1h Wartezeit eingerichtet. Weil das in den Nachrichten auch so angesagt wurde. Was wir dann erlebt haben ist die absolute ""Lachnummer""!!!
Die verarschen uns doch nur noch nach Strich und Faden. In nicht mal 10min waren wir durch.... Die haben uns über die Raststätte geleitet. Aber da wurde kein einziges Auto angehalten, durchsucht, oder gar die Ausweise verlangt. Einfach nur Durchgewinkt. Kannst Du alles vergessen.....";"false"
"10605";993485414023215;"Ich muss sie kurz verbessern, Herr Meier: Ich möchte keine illegalen, kriminellen Flüchtlinge. Und keine Flüchtlinge aus sicheren Herkunftsländern. Dann hätte DE und Europa das Problem längst gelöst.";"false"
"10465";1007222519316171;"Antonia Rados sagte,die flüchten,weil sie nicht zum Militär eingezogen werden wollen.";"false"
"8626";1094612847243804;"Das Ordnungsamt Dresden und die Polizei scheint das genauso zu sehen.";"false"
"1561";876247772413647;"und pegida ist verantwortlich für meinen zu festen stuhlgang";"false"
"1635";874456335926124;"159.000 Menschen können diesen Kommentar lesen , wäre es nicht sinnvoll es fehlerfrei zu schreiben?";"false"
"9040";951894434848980;"Wieso macht das technische Hilfswerk da überhaupt mit? Bzw. was sagen die Mitglieder/Unterstützer?";"false"
"5873";876276945744063;"Könnte dieses Bild von der ""ausländerfeindlichen"" Pegida eventuell von der hiesigen Presse gestaltet worden sein? Was hat den eine anti-islamische Einstellung mit Ausländerfeindlichkeit zu tun? Oder sind Vitnamesen, die übrigens schon seit Jahrzehnten in Ostdeutschland sind, Spanier und Inder dem radikalem Islam zugewandt???";"false"
"4570";1035100196528403;"Mich würde mal interessieren ob auch nur ein einziger Politiker des Bundestages diese Hymne überhaupt noch kann";"false"
"3011";982694108435679;"Na, das nenne ich doch mal richtige Gäste. Ich will haben, was ich will und wenn Dir das nicht paßt, schlage ich Dir den Schädel ein. Auf solche Gäste, die auch noch meine Unterstützung erwarten, habe ich mich schon immer gefreut. Wahrscheinlich, wie immer, ein bedauerlicher Einzelfall.";"true"
"7080";854996217872136;"tolles Video!";"false"
"4417";1036186716419751;"Es müßten nur viel mehr sein!";"false"
"273";1065844990120590;"vielleicht braucht die Bundeszentrale für politische Bildung etwas mehr bildung?";"false"
"7429";882699758435115;"Die haben schon genug zu essen und anziehen. Bekommen doch ein fürstliches Willkommensgeschenk von 2.800 € und weiterhin jeden Monat soviel, wie andere in Deutschland, die ihren Job verloren haben, aber jahrelang gearbeiten hatten.";"false"
"8073";1012531248785298;"Striezelmarkt klingt aber nicht so nach dem CHRISTLICHEN Weihnachtsfest !";"false"
"2663";1043677092337380;"Es ist eher ein Skandal das wir von realitätsfremden  Politikern regiert werden. Ohne Plan und Konzept, wie ein Flugzeug ohne Kapitän.";"false"
"7332";882735911764833;"Da kannst Du Recht haben. Naziparolen sind hier nicht angebracht. Das schädigt.";"false"
"885";1121659441205811;"Der Islam will dominieren. Und dort wo er dominiert, sind die Nicht-Moslems nicht nur fremd im eigenen Land - sie sind Sklaven und entrechtet. Der Islam und seine Appeaser sind daher unsere Feinde.";"false"
"7100";855044694533955;"""Mönner baggern wie blööde""";"false"
"9961";855623634476061;"[@PRE] berichtet, dass die [@GRP] Kundgebung am Sonntag statt findet...stimmt das????";"false"
"5301";1105421019496320;"Auf der Fläche des Alaunpark`s (Dresden-Neustadt), ""früher"" Platz der Thälmann-Pioniere, wäre doch reichlich Platz vorhanden.";"false"
"4903";983026578402432;"Amel Bajraktarevic Auch so eine Klugscheißerin oder Klugscheißer?";"false"
"8062";1012314795473610;"absolüt krank..ich denke mal wir sind alle volljährig und wissen wie wir uns verhalten oder besser gesagt für wem wir auf die strasse gehen...das einzige problem ist es so meiner meinung das wir nicht gefragt wurden ob wir in so dimensionen wie es jetzt ist flüchtlinge aufzunehmen...und dann noch die mit nichten grosse lüge zwecks fachkräfte..haben selber millionen arbeitslose oder etwa nicht???wie dem auch sei das kasperletheater hat ausgedient wir brauchen euch nicht und schon gaaaaaarnicht die merkel...aber lasst mal das bittere ende wird noch kommen dessen bin ich mir sicher";"false"
"8973";1091881580850264;"Öl ist ja genug da, der Neuaufbau gesichert! Die meisten Großstädte sind befreit, es gibt keinen Grudn, dieses alnd zu verlassen. Aber wird sich die syrisceh Regierung nicht wundern, das dann 2,5Millionen Syrer zurück kehren müssten „smile“-Emoticon Wie viele angebliche Syrer, wollen dann wieder keine sein?";"false"
"365";1064394863598936;"Ich liebe unsere Ossis !!!!  Es sind unsere Brüder und Schwestern !!!  Sie haben Recht !!  Gruss aus dem Westen";"false"
"1647";876246372413787;"die suchen immer den einen universalverbrecher ... früher war es der jude und heute ist es halt eine bewegung ...";"false"
"2392";1112049975500091;"Die braucht es zum jetzigen Zeitpunkt nicht. Im Moment wird die Bewegung von der AfD parlamentarisch vertreten,- alles andere würde die Kampfkraft zerstören. Aber Splittergruppen gibts schon so genug.";"false"
"8057";1018204151551341;"Tamara Walewska, wie gesagt: geschmacklos. Es wird leider nicht besser, was Sie schreiben.";"false"
"1057";1063424143696008;"Davon habe ich mehr als genug. Bitte Groß- und Kleinschreibung beachten.";"false"
"1671";862262043812220;"und warum ist so viel Polizei nötig? Genauuu...wegen euren linken Patrioten. ..also jammere die Kosten an der richtigen Stelle vor und bedanke dich auch dort und nicht hier. ..";"false"
"5522";1096469680391454;":D";"false"
"5966";876315005740257;"I love the German flag. It looks substantial and robust, beautiful. Germans should be flying their flag with pride, not embarrassment or fear. I plan on attending a PEGIDA march when I visit Germany and I will be flying both the German and British flag, as we are in this together, united ! :)";"false"
"4415";1035180083187081;"????????";"false"
"6984";854995641205527;"setzt einfach greifbare ziele!!! dann folgen euch die menschen.";"false"
"1951";862018977169860;"Wieso neu anmelden, bin ja nicht gesperrt?";"false"
"8800";1096025887102500;"Flo Kriese Nimm einen auf, Herr Krisenmanager!!!";"false"
"1356";1063294670375622;"Ich hab wenigstens ein Profilbild Du feiger Troll??";"false"
"839";1152515074786914;"PEGIDA ist gut...Hier begegnet man den wahren DEMOKRATEN  von der rechten Mitte, die FRAU BUNDESKANZLERIN für uns frei gemacht hat... Da fühle ich mich als ""PATRIOT  gegen  die  ISLAMISIERUNG "" EUROPAS  gut aufgehoben ! ... Und jetzt VOLKSENTSCHEIDE auf BUNDESEBENE fordern, damit  wir BRÜSSEL mit guten Ideen bereichern können... Was den BRITEN zusteht, das steht den DEUTSCHEN auch zu . Ich glaube, da sind wir uns alle einig !";"false"
"2430";1043617999009956;"Da habe ich schon weit schlimmeres gehört. Die solten mal eine Demo aufgebrachter Landwirte so zerpflücken wie die Äußerungen bei Pegida. Da würde es Strafanzeigen nur so hageln.";"false"
"422";1065834536788302;"na das fehlte noch, vielleicht noch Staatsbürgerkunde? gabs lange genug, diese Gehirnwäsche!";"false"
"2011";1111657505539338;"Grüße  aus Sachsen";"false"
"5304";1096120717093017;"3 Lkws nebeneinander und schön mit Gehupe draufzu fahren ganz langsam dann machen die schon platz.";"true"
"3209";982725438432546;"UN-Generalsekretär hält Ungarns Vorgehen für inakzeptabel

16.09.2015 18:42 Uhr

UN-Generalsekretär Ban Ki Moon zeigt sich schockiert über die Entwicklungen an der ungarisch-serbischen Grenze. Es sei nicht hinnehmbar, wie die Flüchtlinge behandelt würden, sagt er.";"false"
"1766";876253389079752;"Die haben einen Vogel... Sollen die mal deutsche Fachkräfte in deren gelernten Berufe unterbringen anstatt diese mit 1-Euro Jobs und Zeitarbeit abzuspeisen!";"false"
"1851";862019460503145;"Sie wollen uns mundtot machen, aber das wird ihnen nicht gelingen! ??";"false"
"5180";989363874435369;"Niveaulos, Ihre Antwort.";"false"
"6490";1010243722347384;"Matthias Leder Gefahr hin Gefahr her. Denken Sie bitte an die Anschläge im Januar. Soweit ich weis, waren es nur drei Attentäter. Aber die haben schon genug angerichtet. Und was mich weit aus mehr interessiert, wo sind die Waffen und Sprengstoffe geblieben, die aus einem militärischen Arsenal gestohlen worden ???Übrigens: Erklären Sie bitte den Opfern bzw. den Hinterbliebenen, des Anschlages in Paris,  dass die Zahlen nur ""Schall und Rauch"" sind !!! Hätten Sie den MUT ???";"false"
"3659";1057059044332518;"WOW! So viele kommen in eine Stunde über dir Grenze...";"false"
"2728";1043700345668388;"negative Presse?--Mittlerweile weiß es jeder aufgeklärte Bürger,dass man der Lügenpresse keinen Glauben mehr schenken kann--Dass Verhältnis Presse-Regierung--Volk--ist so wie in der DDR--Man glaubt denen einfach nicht mehr und nimmt es allenfalls noch zur Kenntnis";"false"
"10";1064359406935815;"Schau ich schon gar nicht mehr ??";"false"
"4890";991240910914332;"Wit mússen ALLE auf die Straße gehen.....!!!!!!!!!!!!!";"false"
"8751";1088421961196226;"hallo deutschland wir brauchen aber 76 sitze um alleine regieren zu koennen aber es wird noch viel passieren das koennte klappen wuensche euch auch viel glueck";"false"
"9302";960863123952111;"Toll, kein Geld für unsere Kinder, aber Millionen für Scheinasylanten vom Balkan.             Bochum schließt 34 Turnhallen
                          Mi. 5.08.2015, 17:27

Bochum (Nordrhein-Westfalen) – Eine Woche vor Beginn des neuen Schuljahres hat die Stadt 34 Turnhallen wegen der Gefahr herabfallender Deckenteile geschlossen.
An den betroffenen Schulen droht ein wochenlanger Ausfall des Sportunterrichts. Im Juli waren in einer Halle Deckenteile herabgefallen. 34 weitere Hallen wurden mit ähnlicher Konstruktion ermittelt. Bei der Überprüfung von sechs dieser Hallen hätten sich fünf als statisch nicht ausreichend stabil erwiesen, sagte ein Stadtsprecher. Die gesperrten Hallen sollen bis September nach und nach überprüft werden. Wie lange die Sanierung von Hallendecken dauert, die nicht sicher genug sind, steht nicht fest. Sporthallen, in denen Asylbewerber untergebracht sind, sind nicht betroffen. Insgesamt gibt es in Bochum mehr als 80 Sporthallen.";"false"
"4020";982659491772474;"Das erste was du machen kannst du Seite zu unterstützen";"false"
"3468";1057379820967107;"Warum Dampfer?";"false"
"4447";1035143329857423;"Karlsruhe grüßt Dresden!";"false"
"7704";1013553968683026;"Na, Herr Maas - haben Sie Traute?? 

Ach, sorry, ich vergaß, 
Sie sind ja ein Weichei, Herr Maas! 

Sie trauen sich nur gegen einfache Bürger die Keule rauszuholen ...";"false"
"3282";982799501758473;"Alles klar ""Hasi"" Semmler ?";"false"
"4872";985367698168320;"Unser Rechtsstaat ist bedroht. Frauen können sich gemäß dem Bericht nicht mehr sicher in der Nähe von Flüchtlingsheimen fühlen.http://de.gatestoneinstitute.org/6547/vergewaltigungen-migranten";"false"
"7680";1012932065411883;"Stellt euch vor Bürger Deutschlands wollen überhaupt keine..mit Recht wie man tagtäglich sieht oder spürt";"false"
"6375";1012240158814407;"Lieber August steig hernieder und regiere Sachsen wieder,lass in diesen schweren Zeiten diese Deppen weiterreiten.";"false"
"9754";855157691189322;"Lieber Gael, nach Mehrheiten wird nicht gefragt. Haben wir schon 1989 nicht gemacht. Aber das lernst Du auch noch.";"false"
"894";1134145133290575;"Grenzen dicht fertig";"false"
"2878";982743955097361;"Ordnung herstellen, warnen und dann Schußbefehl, eine deutliche Sprache die auch verstanden wird, Gut hin oder her - wir haben es nicht mit notleidenden Menschen zu tun - hier steckt ein religiöser Wahnsinn dahinter - wir müßen und wir wollen uns nicht vereinnehmen lassen - deshalb handeln soweit wir noch dazu in der Lage sind -.";"true"
"1207";1063749253663497;"Wir nehmen als Bewerbungstest immer die Frage, wieviel denn genau 19% MWSt. von € 100,- sind.
Damit scheiden schon einmal 90% aller Bewerber auf natürlichem Wege aus, völlig diskriminierungsfrei ;-)";"false"
"5615";1105417686163320;"Warum nur lassen sich die Leute sowas gefallen? Einfach abfackeln diese Moscheen - Problem gelöst. Logisch dass die Gegner leichtes Spiel haben, wenn sich die Einheimischen nicht wehren.";"true"
"8233";925330630838694;"Die wird's eh nicht , da wird's ein Wahlbetrug sondergleichen geben";"false"
"9424";960874550617635;"Schaut euch doch mal an wer den Begriff in der heutigen Zeit wieder so generiert hat, nehem wir mal an Pro Asyl, Flüchtlingsräte, zukunftslose Sozialarbeiter die hervorragend an diesem Trend verdienen. Schaut euch an wer hinter Pro Asyl und den div. Flüchtlingsräten steckt dann wisst ihr woher der Wind weht";"false"
"6446";1010183402353416;"PEGIDA gebt acht wer sich in euren Reihen tummelt!!!";"false"
"3400";1056654487706307;"this is why we don't want Fag**d  Socialists or Democrats or Liberals in USA. thanx stupid backstabber European politicians to open the people eyes to see who the hell realy you are";"true"
"947";1152547031450385;"Allerdings!";"false"
"8850";1095900207115068;"Welches Land möchte denn mit diesem Pack zusammenleben.Ab zurück und ihre Heimat aufbauen.";"false"
"3112";982728515098905;"So, heute haben sich die Bereicherer selbst übertroffen. Beim Sturm gegen die ungarische Grenze wurden 2 Kinder über das Tor geworfen, eins war erst 6 Jahre alt (mussten ins Krankenhaus eingeliefert werden). Mittlerweile werden Kinder unterwegs vergessen, hatten wir gestern, da wurde der Säugling im Gebüsch gelassen.";"false"
"10722";1007134949324928;"Geil  Go Russland";"false"
"2047";1111353005569788;"bei Dirk Müller ...";"false"
"7768";1012944612077295;"Tausche rassistisch gegen Islamfeindlich und trotzdem habt ihr nicht recht...";"false"
"4402";1043586682346421;"#PEGIDA #InformiertEuch #InformiertAndere #AufDieStraße #GegenöffentlichkeitSchaffen 

Ja, momentan ist es das wichtigste, eine Gegenöffentlichkeit schaffen! 

""Methoden von 1933""  und ""Sind wir hier in Nordkorea, oder was?"": Tatjana Festerlings Konter auf die Volksverhetzungsanzeige wegen ihres Mistgabel-Satzes von letzter Woche.";"false"
"9764";855149664523458;"Warte auf die nächste Bravo! Hab gehört da ist ein Starschnitt von Butz Lachmann drin";"false"
"6931";855002181204873;"wir alle sind LUTZ";"false"
"3831";982649471773476;"https://www.tagesschau.de/multimedia/video/video-117161.html

Der ungarische Bischof hatte Recht, als er von einer ""muslimischen Invasion"" sprach";"false"
"4328";1038656362839453;"Das ist ja mal interessant zu erfahren, dass Deutschland Nordafrikaner abweist und den Österreichern aufhalst! Wie ""unappetitlich"" die sich verhalten, haben wir Silvester sehen können. Die österreichische Regierung gehört genauso abgesetzt wie die deutsche.";"false"
"10218";945373022167788;"Warum? Ich glaube auch nicht an Gott. Aber wir leben im christlichen Abendland.";"false"
"9807";855187737852984;"Ja, hast recht, aber alles fängt klein an und nur auf Fleisch verzichten hilft nicht die Bedingungen in den Schweineställen zu verbessern, das führt nur zu noch härterem Wettbewerb und noch schlimmeren Zuständen. Demokratie ist gut, aber zu wenig Staat lässt Menschen zu Tieren werden. Wir benötigen einen Staat der offen und ehrlich Probleme auch beim Namen nennt und nicht geheim irgendwo irgendwas verhandelt. Der Staat der Geheimnisse hat ist unehrlich, undemokratisch und nicht haltbar! Erst wenn man sieht wer was gemacht hat wird man sehen was man tun kann um die Zustände zu verbessern. Es müssen also zunächst die Karten umgedreht werden.";"false"
"4012";982655918439498;"Ich hab momentan wenig Hoffnung. Werde überall nur als Nazi und Rassist beschimpft :(";"false"
"5645";1105423062829449;"Türkei?!";"false"
"8732";1096051863766569;"Man vergisst dabei immer das es ja eigentlich keine Flüchtlinge mehr sind!";"false"
"1759";876249169080174;"Fachkräftemangel??? Fragt doch mal die Fachkräfte, die keinen Job finden!!! Aber die sind wohl einfach nur zu teuer.. Mit Fachkräften aus anderen Ländern kann man viel besser Personalkosten einsparen";"false"
"386";1065835756788180;"Aha. Mehr politische Bildung. Alles klar. In welchen maroden Schulen und mit welchen Lehrern soll das geschehen? Und dann noch ein paar Fragen an Sie, Herr Ministerpräsident. Warum unternehmen Sie nichts gegen eklatante Gesetzesverstösse wie illegalen Grenzübertritt, das Aussetzen des Dublinverfahrens, die Verletzung des Schengeraumes, den Missbrauch des Asylrechtes? Dies alles gehört zu Ihrer politischen Verantwortung gegenüber Ihrer Wählerschaft und dem sächsischen Volk? Was hindert Sie daran, Ihre Aufgaben pflichtbewusst umzusetzen? Vielleicht sind Sie es, der Nachhilfe benötigt. Nachhilfe in Rechtschaffenheit und Treue. In Demut vor dem eigenen Amtseid. Aber dafür fehlt der gesamten Besetzung dieses Regierung oder Landtag bezeichneten Kasperletheaters. Und mal so, der Fisch stinkt am Kopf zu erst. Ich hatte einstmals Achtung vor Ihnen. Diese hat sich um drei Buchstaben vermehrt. Verachtung.";"false"
"6113";876554422382982;"Ja Jenny so siehts aus...die Zahlen sind aber wie immer geschönt! Es kommen immer mehr! PROBLEM...niemand weiß so richtig wo die hin sollen. Es gibt schon ""kommunale Flugblätter"" auf dehnen gefragt wird, ob Bürger in ihren eigenen vier Wänden Platz hätten!";"false"
"9454";951547974883626;"Aus den Dresdner Thesen: ""Dezentrale Unterbringung von Kriegsflüchtlingen und politisch oder religiös Verfolgten,
entsprechend der kommunalen Möglichkeiten und der Sozialprognose des
Asylbewerbers."" - Aus dem 19-Punkte-Papier: ""PEGIDA ist FÜR dezentrale Unterbringung der Kriegsflüchtlinge und Verfolgten, anstatt in teilweise menschenunwürdigen Heimen!""

Kann mir mal jemand erklären, was das genau heißen soll? Welche Unterbringungsmöglichkeiten werden denn befürwortet? Ich lese hier immer nur Ablehnungen.";"false"
"6321";1012241708814252;"Hey, verrats nicht ??";"false"
"8183";888065707898520;"Gibt es bei dir einen Unterschied zwischen rechts und rechtsextrem?";"false"
"6028";876471689057922;"Die Polen haben doch Platz ohne ende (z.B. die deutschen Ostgebiete) ;)";"false"
"7546";882702638434827;"Tja... dies kontrolliert ja keiner!  Wenn ein Hund o Pferd ins Ausland soll, muss es erstmal in Quarantäne! !";"false"
"1958";1112068578831564;"Völlig richtig so. Denn ansonsten geht ein Großteil des Geldes statt in die Ladenkassen hiesiger Händler zum amerikanischen Geldtransferdienst. Geld, das ja nur dazu da ist, damit die Menschen, die hier sind, nicht verhungert und nackig im Regen stehen müssen, während sie auf ihre Verbleib-Entscheidung warten.";"false"
"2691";1043733935665029;"Das ist der Link zu diesem Schreiben.http://www.free21.org/wahrheit-oder-fiktion-fluechtlingskrise-eine-pr-strategie/";"false"
"3951";982646198440470;"Wo sind jetzt die Gutmenschen mit ihren Fähnchen . Da wird mir Angst und Bange das sind unsere neuen Mitbürger na dann gute Nacht";"false"
"4355";1035158126522610;"https://www.youtube.com/watch?v=Uy5dDTyFYyc&feature=youtu.be";"false"
"5177";985375431500880;"Warum gibt es keinen live stream mehr ? Das zählt doch auch als indirekte Teilnehmer !!! Dann wären wir sicher doppelt so viele...";"false"
"8047";1018202324884857;"Ach, so? Also kauf Dir eine Schwein (zB. Mumps Vietnam) und macht drei mal taglich Spazirgang mit dem Tier daneben. Das soll das Problem loschen. Ich wunsche Gluck. :)";"false"
"7335";882920361746388;"die wirklich armen schweine hocken alle noch in ihrer heimat,da sie sich die teure überfahrt nicht leisten konnten!!!dort muss dringend hilfe hin und nicht hier...es werden immer mehr und mehr und mehr,wo hört es auf?und die dann die arschkarte haben und vorm verschlossenem tore stehen,die dürfen wohl dann verrecken?!";"false"
"2796";1043699729001783;"Rene Meier geht das schon wieder los du Spinner, verpiss dich hier mit deiner vom VS organisierten Demo.";"false"
"7434";882735241764900;"Ich habe wenigstens noch ein Gehirn :). Wie ich schon geschrieben habe ist es geschmacklos sich über den Tod eines andern Menschen lustig zu machen, egal woher er kommt! Und die PEGIDA Moderatoren würden gut daran tun Kommentare wie ""..Tot gefallen sie mir besser.."" und ähnlich zu löschen und die Idioten die sowas schreiben zu sperren. Auf den Spaziergängen wird sich ja auch von dem braunem drecks Mob distanziert!";"false"
"3292";982681388436951;"Ungarn";"false"
"4751";985352358169854;"Gänsehaut puuuuuuuuuuuuuuuuuurrrrrrrrrrrrrrrr ---- BRAAAAAAAAAAAAAAAAAAAAvOOOOOOOOOOOOOOOOOOOOO !!!";"false"
"1919";876249555746802;"Der Chef der Arbeitsagentur mit seinen 4.5 Millonen gezählten arbeitslosen Fachkräften und bestimmt nochmal soviel nicht mitgezählten weil aus der Statistik rausgedrängten Fachkräften lässt diese bei längerer Arbeitslosigkeit als ""unvermittelbar"" bezeichnen, wieso sollten qualfizierte Ausländer  ( ohne perfekte Spreachkenntnisse zumeist ) ""vermittelbar"" an die gleiche Klientel, die nörgelnde Wirtschaft, sein ?!";"false"
"7038";855036217868136;"Tolles Video ??";"false"
"6149";876631632375261;"gabs in Dresden schon um die Jahrhundertwende, da nannte man dies ""Völkerschau""";"false"
"152";1065827996788956;"Politiker sollten mal bei sich selbst anfangen.  Das ist ein freies Land also darf man auch rechts eingestellt sein.";"false"
"7006";854997431205348;"Gänzehaut am ganzen Körper !!!!!!!!";"false"
"10134";945349178836839;"Armutszeugnis der Altparteien.";"false"
"9818";855165247855233;"http://www.swr.de/report/asyl-gegen-geld-ausbeutungs-vorwuerfe-gegen-ahmadiyya-gemeinde/-/id=233454/nid=233454/did=14366708/14qq4wa/index.html";"false"
"7290";882716128433478;"Sehe ich auch so. Diese Typen bewirken nur eines. Pegida zu bremsen ohne die wären wir vielleicht schon weiter.";"false"
