id;description;VIO
1152505068121248;"Anna Spiegel ..lieber bin ich "" einsam"" als von dummen menschen umgeben die nicht weiter denken als von halm zu halm und ihren namen rückwärts erbrechen können während sie singen,tanzen und teddybären als wurfgeschoß mißbrauchen.";nothing
1044037895634633;Anzeige wegen Volksverhetzung , da müsste man dieses schon bei der Politik anwenden , wie war das mit dem Pack usw. von wem kamen diese Äußerungen gegenüber dem deutschen Volk , oder hat man Narrenfreiheit;nothing
982680675103689;Ramon...es gibt einige tatsächliche Flüchtlinge..keine Frage...die benehmen sich aber Vorbildlich....im übrigen gibt es tägliche Auseinandersetzungen in den Leas von bestimmten Gruppen...Leidtragende sind die tatsächlichen Flüchtlinge...die einfach nur in Frieden leben wollen....ja ich weiss...Realität verursacht Augenkrebs;nothing
1105695762802179;"Der Toiletten-Dschihad

Der Gläubige darf keine Gegenstände, auf denen der Name Allahs oder Koranverse stehen, auf die Toilette mitnehmen. Vor dem Betreten der Toilette ist ein Bittgebet zu sprechen: „Ich suche Zuflucht bei Allah vor dem verfluchten Satan. Im Namen Allahs, des Allerbarmers, des Barmherzigen. Oh Allah, ich suche Zuflucht bei dir vor dem Bösen und den Satanen, und ich suche Zuflucht bei Dir, oh mein Herr, vor ihrer Anwesenheit“.

Die Toilette ist mit dem linken Fuß zuerst zu betreten. Mit dem rechten Fuß zuerst verlässt der Muslim die Toilette wieder und spricht: „Oh Allah, ich suche Deine Vergebung“. Auf der Toilette ist es verboten, sich zu unterhalten. Man verrichtet die Notdurft möglichst nicht in Richtung Mekka. Das Urinieren im Stehen ist verboten. Die Ausscheidungsorgane sind mit Wasser und bevorzugt mit der linken Hand zu reinigen.";nothing
857160830989008;Die Volkslieder singen wir danach ??;nothing
1095982850440137;darauf lehren sie an, sehe: kein mensch ist flüchtling;nothing
876286949076396;vorallem ist das net schädlich sondern gut kommt wenigstens weniger rein von denn sogenannten fachkräfte;nothing
982638885107868;Sie werden bestimmt nicht nach Hause gehen, kommen nur später bei uns an.;nothing
857814067590351;das ist von 2007, nur mal so als Anmerkung;nothing
862018553836569;Wieso?;nothing
961189590586131;https://www.youtube.com/watch?v=i9kv-rmvGKg;nothing
1064920933546329;Wie soll man euch kennenlernen wenn man euch nicht versteht?;nothing
1035122053192884;Das aller letzte was ich tun werde, ist auf ein Ostdeutschen zu hören. Wie könnte ich euch ernst nehmen, immerhin habt ihr die Existenz der Banane erst in den 90ern entdeckt ??????;nothing
855027407869017;Ja sicher von wem sonst. Deswegen muss jetzt auch Geld nachgedruckt werden.;nothing
856836437688114;daniela katzenberger hat 1,8 milionen ... wird das dann die kanzlerin ?;nothing
856861057685652;Da glauben wir unserer Seite und wenn der geramelte Voll war dann eher 25000;nothing
855609967810761;Nick , wo sind Nazis ? Ich hab in DD keine gesehen , nur vermummte linke !;nothing
856756424362782;"Wird eh Zeit das ihr Deutschen mal einen Kurswechsel einschlagt. Immerhin hängen wir Österreicher an der deutschen Leine! Was eure ""olle"" Kanzlerin so aufführt, und ganz Europa hinsteuert, ist echt beängstigend!";nothing
885892148115876;Sorry du hast recht.  Da ist ja nix;nothing
856775534360871;"Tja liebe Medien jetzt müsst ihr wohl 
positiv berichten es war diesmal hell und ihr könnt nichts leugnen. Jetzt müsst ihr bloß noch lernen die richtige TeilnehmerZahl anzugeben :-D";nothing
1011182338920189;Also mich hat Sie überzeugt! Ab sofort setze ich mir Kapuze auf, aber zeitgleich auch eine Sonnenbrille und zeige damit dem Wetter, dass ich gegen alles bin, aber irgendwie auch nicht!;nothing
857346940970397;Und die tat was der  türke gemacht hat mit einem deutschem Komplizen ist grausam!!!!  Er ist kein moslem kein türke kein mensch.er ist ein monster in mein Augen!!genau wie 1993 ein familienhaus in sollingen von rechtsradikalen  in brand gesetzt  wurden ist,wo daa jüngste opfer eone 3jährige war.das waren im mein augen auch Monster!!!;nothing
946608642044226;Und über die Ossis damals gemault! Die schwarzen willkommen heißen! Ihr seid Bazis!;nothing
855502084488216;"Aber !
Das Wort ""Kanake"" ist  noch lange nicht so schlimm  wie die massive Verletzung  der Gefühle ganzer Völker !
Außerdem besagt Kanake in einschlägiger Relevanz nix anderes als das Wort Deutscher !
> Angehöriger eines Volkes !";nothing
951906494847774;Die Mehrheit lässt sich von ner Minderheit einschüchtern. Mal schauen wie lange 'Rechts' noch wirkt.;nothing
886067174765040;Der 2 plus 4 Vertrag tut nichts zur Sache wir sind immer noch besetzt ,es hat keine Einigung gegeben und wir sind immer noch kein souveräner Staat!das Grundgesetz ist keine Verfassung!!!und die BRD ist nur die Verwaltungsgesellschaft der Alliierten,die BRD ist offiziell als GmbH eingetragen....versuche es mal mit informationen die den Tatsachen entsprechen und nicht mit dem was Presse und Politiker dir einbläuen wollen!!!;nothing
894685967236494;und was willste mir damit nun sagen ... mir geht es um den inhalt und wenn sich dort einer die mühe macht und sogar für alle zweifler die quellenangaben mit angibt, dann kann der das sonstwo schreiben ... hauptsache es ist die wahrheit ... (y);nothing
856813837690374;"Was haben den die Demos der Kurden gekostet???
Wer hat die bezahlt?? Der Weihnachtsmann??
Wer bezahlt jede andere Demo??
Glücklicherweise ist es in Dresden noch nicht so schlimm wie zum Beispiel in Berlin......allerdings muss es auch nicht erst so weit kommen!!!
Du beschwerst dich über die Kosten einer Demo.....überlege mal wofür Steuergelder richtig verschleudert werden.....darüber kannst du deinen Mund aufmachen....aber nicht über ein demokratisches Recht, welches die Menschen in Anspruch nehmen!!";nothing
856918054346619;http://www.vfdb.de/download/TB_13_01_Grossveranstaltungen.pdf;nothing
857032027668555;Mani, Du bist eine Ratte.;nothing
884661871572237;Deutschland braucht Menschen wie dich nicht!;nothing
1011242982247458;Wünschen Euch alles gute und eine riesen Beteiligung.;nothing
945848208786936;"Das ist nicht nur das Problem bei dem momentanen Geschehen mit der Flüchtlings-Problematik, dass die Deutschen immer nur Schlucken und kaum sich trauen zu organisieren und gegen diese Politik und deren Anhänger (Diese hilfsbereiten Gut-Menschen) vor zu gehen, sondern es fängt schon an bei dem Stromthema wo wir Deutsche von den 4 Machtkonzernen verarscht werden und wir weiter die Zeche zahlen, für was? Weil die großen Stromfresser Konzerne immer noch nichts an Stromabgaben zahlen tun. Weil diese Konzerne dann der Politik damit drohen, Arbeitskräfte zu entlassen, obwohl diese Konzerne mit den größten Stromverbräuchen X-Milliarden Euro's Jahr für Jahr auf den Rücken der geschundenen Angestellten verdienen, Angestellte die sich mit lebensunwürdigem Lohn abspeisen lassen. Angestellte die eingeschüchtert sind, von Politik und Co., dass man Absinkt ins Bodenlose, wenn man keine Arbeit hat usw.! Deswegen traut sich bei dem Thema ""Strom und Stromkonzerne"" keiner das Mundwerk auf zu machen.
Das selbe ist auch mit dem Arbeitsmarkt, angeblich 2,7 Mio. Arbeitslose nur, aber keiner hinterfragt sich, wie kommt das zustande?! Es werden X-Vollbeschäftigungen mit Lebenswürdigem Lohn aufgelöst und dafür Niedriglohn-Jobs geschaffen. Was das schafft könnt Ihr Euch selbst denken. Man muss um überhaupt überleben zu können, evtl. gleich mehrere Jobs annehmen und von den rechtlich zustehenden 14 Std. Freizeit am Tag, bleibt höchstens am Ende noch die Zeit wo man im Bett liegt und pennt.

Und das sind nur 2 Themen, was in Deutschland nicht richtig funktioniert.

Aber der deutsche Bürger schluckt weiterhin und hält schön brav sein Mund... *kopfschüttel";nothing
856770771028014;Scheinbar besitzen die heutigen Studenten eine sehr große Bildungslücke.Pisa wurde mal wieder bestätigt.??;nothing
1013022495402840;Sorry Handy spinnt;nothing
857046114333813;Nix verstehen!!!;nothing
1096017597103329;Wenn man sich anguckt wie sie da untergebracht sind kann ich die Leute Absolut verstehen! einfach mal vorbei gucken oder Berichte von da verfolgen !;nothing
876318635739894;"SIE urteilen gerade über mich merken Sie das ? 

 naja klar kein wunder...kennen nicht ein krümel meines lebens der übrigens nichts zur sache tut denn hier herrscht ja wohl offiziell meinungsfreiheit...
Aber so herablassend lasse ich mit mir nicht reden. 
Ich rate Ihnen kommen Sie von Ihrem hohen ross herunter... Distanz-und respektlos aber so nen kommentar posten. Mein beileid. Ehrlich.";nothing
856810451024046;http://www.ndr.de/fernsehen/pegidafd100_v-contentxl.jpg;nothing
856850754353349;Du hast wieder Langeweile. ...;nothing
856909961014095;Ihr fühlt euch doch unwohl wandert ihr doch aus;nothing
960984053940018;http://www.info-direkt.at/insider-die-usa-bezahlen-die-schlepper-nach-europa/;nothing
1064308376940918;Ja, wir Sachsen sind schon was ganz Besonderes. 8-) (Fairerweise muß man zugeben, dass montags in Dresden immer auch viele Südbrandenburger und Thüringer mit dabei sind.);nothing
857829690922122;was ist für dich denn Radikalismus?;nothing
1063667023671720;Und wo ist unsere Regierung . ???????? Berlin;nothing
925405134164577;Schlimm Unbedingt Lesen!       http://www.achgut.com/dadgdx/index.php/dadgd/article/modell_dresden_fuer_rot_rot_gruen_auf_landesebene_und_im_bund;nothing
857590257612732;"Weder Christen, JUDEN noch Islamisten gehören zu Deutschland bzw. Europa 

Denn Europa ist germanischer Grund und Boden";nothing
882698305101927;Stimmt aber ich bin eben für wahre Demokratie und Gleichberechtigung;nothing
857008727670885;Susanne das ist nicht ganz richtig... Ich denke das es einfach oft Probleme mit der gefühlten und gelebten Kommunikation gibt. Wenn man antworten haben will dann muss man auch direkte fragen stellen! Man kann nicht erwarten antworten zu bekommen wenn man garnich weiß worauf eigentlich. Das nennt man Kommunikation. Dafür müssen aber beide seiten bereit sein und nicht von Anfang sagen das pro pegida Menschen einfach nur dumm sind. Denn das zeigt ja das man garnich interessiert ist an seinem gegenüber ihn zu verstehen. Ehrlich gesagt habe ich bisher auch noch keine konkrete Aussage eines anti pegida Menschen erhalten warum er denn so anti ist?! Einfach nur scheiße brüllen und dumm sagen is ja keine Aussage oder?;nothing
1105402429498179;Totes schwein auf dem geplanten baugelände beerdigen und öffentlich verbreiten! Schon ist das problem gelöst.;nothing
972316386140118;Was soll ichn sonst in ganzen Tach machen.... :-D;nothing
856810304357394;[@IND] - Aber die Mehrheit der Nation findet euch lächerlich, was man ja schon an eurer rechten Führung sieht (Bachmann & Co);nothing
1064377680267321;Juliane Ende Was hast du raußgefunden?;nothing
856875817684176;danke Dresden ihr wart Klasse. Ich bin stolz dabei gewesen zu sein .;nothing
885321434839614;für was auch das geld kommt doch vom amt;nothing
856987651006326;Wenn ihr etwas Sinnvolles machen wollt, geht am Dienstag zu einer Gedenkveranstaltung für die Befreiung von Auschwitz;nothing
855054754532949;Sehr gut Jana Sprenger;nothing
856925871012504;Bei der Gegendemo war auch Russia Today anwesend? #Lügenbilder :D;nothing
855002114538213;?ch  bin ?n turkei und bin ?n ferne bin  dabei die ?slam?sten s?nd auch hier eine bedrohung für das eigentl?ch moderne land;nothing
885881901450234;Mit diesem-ne-Frage selbst beantwortet? Oder selber nix verstehen?;nothing
876408682397556;bei einer völlig unkontrollierten masseneinwanderung ohne jede überprüfung von vorleben und qualifikation ist diese aussage der arbeitsagentur trottelhaft;nothing
1057356327636123;MASSENabschiebung....?????? MASSEN wären 127000, das wäre MASSENABSCHIEBUNG...........................;nothing
857321744306250;https://www.facebook.com/photo.php?fbid=781937778509997&set=a.189901604380287.36067.100000813454439&type=1&theater&notif_t=like;nothing
1134078193297269;"Frau Merkel eine offene Unterhaltungsrunde im Fersehen mit Ihnen und den Sexualtraftätern von Köln, dazu noch diese perversen  Typen die Mädchen in den Schwimmbädern belästigen. Dann können sie fragen warum sie es tun wo sie doch alle ""lieb"" hergewunken haben. Die Runde würde ich gerne mal sehen.";nothing
945839592121131;Das ist nicht nur in München so...;nothing
856891417682616;scheinst dich ja gut aus zu kennen;nothing
857188170986274;"Hallo Roni, ich kann dir eigentlich nur zustimmen, aber eben nicht ganz. Es gibt auch die andere Seite des Islams, die IS und Boko Haran, und die vielen jungen, deutschen Mulsime die jetzt nach Syrien wollen um dort gegen die Ungläubigen zu kämpfen (d.h. unschuldige Menschen abschlachten). Und das darf man nicht einfach ausblenden!
Und Islam heißt eigentlich Unterwerfung. Schönreden hilft nicht!";nothing
945427105495713;Ich wusste es. Wie armselig ist dieses System.;nothing
993925093979247;Manche glauben ihr Geschwätz leider noch,aber ich glaube es werden immer weniger;nothing
856937457678012;Carsten, das Volk sind wir, der Dreck seid.....;nothing
862013683837056;Ihr glaubt den ganzen Schwachsinn tatsächlich....;nothing
1067357146636041;Selbst in keinen Städten wie im Brandenburgischen Strausberg (Landkreis Märkisch-Oderland) kommt jetzt der Bürgerprotest voran :-) https://www.youtube.com/watch?v=AYqX73vKpFc;nothing
1013149462056810;Ein Stück aus dem Tollhaus! Jetzt dürfen wir es auch sagen!;nothing
1065190503519372;Nicht zu vergessen, dass plötzlich in regelmäßigen Abständen Bargeld von Flüchtlingen gefunden und abgegeben wird. Wer glaubt denn das noch? Ich jedenfalls nicht. Meinung wird wieder mal gesteuert.;nothing
857781097593648;Die NPD hat die Sache des deutschen Volkes jahrzehntelang in den Dreck gezogen und nur geschadet. Wundert mich also nicht dass der Verfassungsschutz da involviert war.;nothing
1063854803652942;Scheissegal was da steht.......Pegida ist und bleibt eine hirnlose dumme Vereinigung!!!Aber das raffen die da anscheinend nicht.......;nothing
1108306019207820;Schwache Bullen !;nothing
855020127869745;Orr jetzt schämen wir uns aber. Hahaha;nothing
861980090507082;Wie ich im Radio  hörte ging es um Legida. Sie sollen alle Demos Freitags abgesagt haben . Was ist daran war ?;nothing
982678581770565;Schade das Deutschland nicht hilft die europäischen Grenzen zu beschützen! Das ist Verrat an Europa! Ich schäme mich dafür !;nothing
1134157633289325;Kenne ich viele ,habe ich auf der Arbeitsstelle.;nothing
856811177690640;Genau diese Fragen hat PEGIDA an die große Politik. Diese schafft Probleme, hat aber auf die Fragen keine Antwort....wie soll das langfristig gutgehen? Deshalb wehrt sicht das mündige Volk, ganz einfach. Die Mißstände sind schon erschreckend groß, das macht Angst.;nothing
945360025502421;Das ist schon längere Zeit bekannt , auch das CDU das wußte , sie hinterfragen vieles erst wenn es nicht mehr zu verstecken geht. Taktik , mehr ist es nicht. Schlimm genug das sich so viele Idioten finden die solchen Aufrufen folgen und damit doch gegen ihre eigenen Interessen handeln die sich selbst nicht erkennen können .;nothing
856928261012265;Sehr gut (y) (y) (y) (y);nothing
855049224533502;So ist er drauf.;nothing
1010182729020150;Rainer Grüner hast wohl Angst, von den Gutmenschen wegen eines Vertippers der Dummheit überführt zu werden? Sie suchen eben krampfhaft nach Argumenten, weil sie keine mehr haben. Da braucht man sich nur mal vertippen und 5 solche Idioten ziehen sich dran hoch.;nothing
857346830970408;http://www.schleckysilberstein.com/2015/01/pegida-einem-satz-die-verdichtung-des-tages/;nothing
1052385528133203;"Grundwerte der Demokratie?

Petry verweist auf die Rechtslage bei unauthorisiertem Grenzübertritt und in der Presse steht: Petry will auf Kinder schiessen lassen.

Köln, Neujahr: Die Politik verpasst Presse und Polizei einen Maulkorb

Linksrotgrüne Extremisten werden für Demos bezahlt

Demos für ISIS sind nicht verboten

Der Sharia Polizei Prozess endet ohne Verurteilung

Die AfD wird beim SWR Polittalk nicht eingeladen

.... usw usw usw

Ja, richtig... unser Grundrechtsempfinden wird mit Füssen getreten.....";nothing
982775451760878;Germans, please do the same things as Hungarians are doing! EU borders should be closed like the borders of USA!;nothing
856891464349278;Klar steht schon fest.Mehr als 35000 auf einem Platz der max18000. Menschen fast. (13500qm);nothing
894987137206377;mir wird schlecht...;nothing
881950301843394;Von solchen bräuchten wir mehr in Deutschland !;nothing
946591232045967;Dann sei halt ein Nazi oder laß das Jammern sein! Daß man immernoch davon beleidigt sein kann, ist mir das größte Rätsel.;nothing
883015605070197;http://www.volksstimme.de/nachrichten/magdeburg/1439109_Bis-Ende-des-Jahres-rund-980-Unterkuenfte-noetig.html;nothing
1010822088956214;"Antje Welli , ""Merkel-muss-weg"" ist ein genialer Slogan, der psychologisch gesehen hoch effektiv wirksam ist. Die Botschaft ist kurz, eindeutig und einprägsam. Es genügt eine Millisekunde, um sich ihrer Bedeutung bewußt zu werden. Außerdem ist es dadurch äußerst einfach, sie als Fremdsuggestion in die Gedankenwelt eines jeden nachfolgenden Autofahrers zu  bugsieren. Und dort ""arbeitet"" sie dann.:)";nothing
991277077577382;"Is this Dresden today?
How many were there?";nothing
935668759804881;Ein Idiot zu sein ist nicht Strafbar! Leider!;nothing
862797453758679;1500 in Leipzig.....alle weiteren Freitagsdemos abgesagt....haha ihr seid das Volk;nothing
857003194338105;Ich erzähle keinen Unsinn. Dieser und ähnliche Zettel waren in meinem Briefkasten.....;nothing
888130697892021;Mir verschlägt es die Sprache, wenn ich Statistiken studiere, in welchen belegt ist, dass über 50 Prozent der Migranten keine Ausbildung besitzen(1te,2te und 3te Generation zusammengenommen) und wenn ich weiß , dass Migranten doppelt bis 3 mal so oft als deutsche Sozialleistungsempfänger sind.Wie kann Deutschland, mit diesem wachsenden Potential an Menschen,in Konkurrenz mit der globalisierten Welt(gerade die aufstrebenden ostasiatischen Staaten) und in Herausforderung der demografischen Entwicklung, seine derzeitigen sozialen Standards halten. Ich selbst habe ein Jahr in Frankreich gelebt und die exorbitanten Probleme der Migration gesehen und erfahren. Europaweit werden bestimmte ethnische Gruppen auf die gleiche Art auffällig(hohe Kriminalität, Bildungsferne und hohe Arbeitslosigkeit) Wer sich nicht integrieren will, integriert sich nie, denn vor der Wohnungstür , endet der Einflussbereich des Staates. Migranten aus dem ostasiatischen Raum(China,Korea,Vietn.,Jap) assimilieren sich geradezu musterhaft, schon die zweite Generation besitzt meist schon einen Hochschulabschluss.Wir brauchen auch keine Migranten, welche hier ihre Lebensweise fortführen, die zu den Zuständen geführt hat, vor welchen sie geflohen sind. Holland galt als das liberalste Land Europas und musste nun doch vor den überhandnehmenden Problemen kapitulieren und die Einwanderungsgesetze verschärfen. Wo Licht ist , ist auch immer Schatten, jedoch der Schatten wird von der Politik und ihren Medien nicht ausgeleuchtet. Entschuldigung, dass ich berechtigte Angst um meine Zukunft habe, aber bei dem wachsenden Potential an Menschen mit Migrationshintergrund und der all zu oft fehlenden sozialen Beitragsbereitschaft, darf man mir das doch zugestehen.;nothing
1134070393298049;ich werde mich hüten;nothing
995799227125167;Das sind ausgemachte Schisser. Hauptsache noch ein Stern auf der Schulterklappe.;nothing
1012961992075557;Danke Mami dass ich nicht in Berlin leben muss.;nothing
856807767690981;"Super... habs im Livestream von RT Ruply gesehen´. beindruckend daß die Menschen nicht nachlassen. Auch der Versuch unserer ""Lügenpresse"" Pegida und Legida auseinander zu dividieren ist kläglich gescheitert. Ein Sprecher des Org-Teams von Legida hat das auf der Demo eindrucksvoll dementiert. Bin am Mittwoch wieder in Leipzig dabei.";nothing
1063745130330576;Kann nicht schreiben, kann nicht lesen, bin in NRW gewesen...;nothing
855600401145051;Fr. Schenkel, das ist Sache der Perspektive, da laufen nicht nur Leute aus Dresden mit. Ich z.B. komme aus der Pfalz und finde diesen friedlichen Protest in Ordnung. Und wir alle sind das Volk, egal ob 10.....100....1000.... usw.  Jeder einzelne mit seiner eigenen Meinung, die er auch äußern darf. Es werden ja auch immer mehr, auch in anderen Städten. (die sich erst so langsam trauen die Stimme zu erheben);nothing
995797377125352;Noch besser, Peter. Die ganze Blase muss weg.;nothing
945955378776219;Gleichgültigkeit der Arbeitnehmer?  Hier in DD gehen Montags nicht nur diese, sondern teilweise auch Arbeitgeber und alles mit auf die Straße. Sie geben ihren Unmut schon kund.nur leider muss die Zahl mal wieder wachsen. Wir halten da schon noch zur Stange, aber nicht zu der welche heute zum Glück nicht gewählt wurde. Haben uns hier ne schöne Stadt aufgebaut, auch ohne jene Fachkräfte. Brauchen wir auch nicht, klappt so ganz gut und soll auch so bleiben.;nothing
882694061769018;du hast mitleid mit einem kriminellen?ich nicht !!!;nothing
945451042159986;Ja stimmt,aber keiner von uns weiß hundertprozentig, ob auch versucht wird Wähler zu kaufen;nothing
856856447686113;... und morgen sehr ihr Euch in der KiTa - oder?;nothing
1058100587561697;"Hast du schonmal was von Meinungsfreiheit gehört? 

Außerdem wenn Sie sich mit dem Christentum auskennen würden, wüssten Sie das die Religionen fast identisch ist, das heißt einen strenggläubigen Christen könnten sie fast nicht von einem Muslim unterscheiden!";nothing
1007163915988698;Ist halt Mielke.;nothing
894607347244356;Da kann man nur den Kopf schütteln ??;nothing
855026454535779;HALT EINFACH DEN MUND MIT FAKES ACCOUNTS ALTA. .. IHR HABT NICHT MAL MUT EUCH ZU STELLEN MEIN GOTT ALTA. . LABBERT MICH NICHT VOLL MIT FAKES ACCOUNTS  ...;nothing
1123527311019024;"Ich vermute da würde kein einziger mehr von unseren sogenannten Volksvertretern mehr da sein
Und Tschüss ??";nothing
1010866075618482;Kotz doch, Juergen. Aber leise.;nothing
1013353072036449;"WIRD MERKEL BIS ZUM ENDE IHRER AMTSZEIT DAS DEUTSCHE VOLK VERNICHTEN???

WER WAR ANGELA MERKEL? 
WER IST ANGELA MERKEL.?
WARUM IST SIE SO WIE SIE IST?

https://m.facebook.com/story.php?story_fbid=816117741867637&id=100004082558415";nothing
855157614522663;Martin Luther King, musst du nicht kennen :D;nothing
962255790479511;wir sind jetzt schon weiter ... http://www.epochtimes.de/USA-bezahlt-Schlepper-Das-sagt-OEsterreichs-Geheimdienst-ueber-Fluechtlinge-a1259590.html;nothing
982638968441193;Warum macht Serbien und Kroatien die Grenze nicht dicht;nothing
968144456557311;Marion du hast leider recht.;nothing
886008488104242;Man darf zur EZB gern geteilter Ansicht sein. Mir tun hier nur die Polizisten leid auf deren Rücken dies wieder alles ausgetragen wird. Aber reden war ja noch nie die Starke von Antifa und co. Nur Brüllen und Gewalt. Denen gehts echt zu gut.;other
1091982127506876;Keiner geht freiwillig zurück. Verlasst euch drauf.;nothing
968014556570301;Alles Nazis da, wa. HEHEHE. Natürlich nicht, die wissen schon warum.;nothing
948209741884116;...und dann noch das dumme Geschwätz von dem Bundespräsidenten...der größte Deutschenhasser...wer bezahlt den eigentlich?;nothing
1064848076886948;"Ich bin stolz auf euch Sachsen,nicht nur das ihr die schönsten Mädels habt, nein ihr habt auch noch Vaterlandsstolz und kämpft dafür.
????????????????????????????????????????????????????????????????";nothing
1064992390205850;"Flüchtling klaut teure Gitarre - Flüchtling gibt sie ab um vorzuheucheln dass in solchen ""Menschen"" die Deutsche Frauen vergewaltigen, irgendwas gutes stecken soll. ??????";nothing
856845904353834;Auch nach der Rechtschreibungsreform gibt es immernoch Satzzeichen.;nothing
857041121000979;das ist das schöne, die PEGIDA-Brut ist soooo leicht reizbar :D;nothing
1069159419789147;"Ich hoffe, es werden nicht wirklich so viele Leute die Grünen in BW wählen. Bin selbst aus BW und werde mich für andere Alternativen entscheiden! ;)";nothing
945858595452564;"Was will ich bitte in Dresden, wenn ich dort nicht wohne bzw. nicht mal in der Nähe?! :D 

Ausserdem gings um deine Aussage ""sorry, aber ich hab zurzeit so einen hass gegen alles.""! ;)";nothing
1007291569309266;Aha und wer bist du, in der Name von Deutschland zu sprechen? ich bin nach Deutschland mit einer VISA, daher darfst du nicht mit mir auf diese Weise zu sprechen.;nothing
876549979050093;Die Arbeitsagentur sollte mal ihre Arbeit machen und sich um die Leute kümmern die arbeiten wollen;nothing
882738928431198;"Man sollte den Artikel auch lesen!! Das hat Pegida sarkastisch gemeint. Niemand hat einen rechtsradikalen Hintergrund gewittert. Zitat:   ""Wir gehen von einer Auseinandersetzung unter Heimbewohnern aus und können einen politisch motivierten Hintergrund ausschließen""";nothing
1063758463662576;Genau, eben doch alles eine Frage der Intelligenz und des eignen Denkens!;nothing
856758867695871;Oha Franziska Hermsdorf das tut mir leid jetz beim nochmal lesen hab ich es auch gesehen sorry nochmal und Peter Weilersheim schreib doch auf der Seite von nopegida;nothing
862021237169634;Ah okay, werde dies später versuchen :);nothing
1064996436872112;"Stanislaw Markus Sachse  Der Erste Weltkrieg 17 Millionen Tote (verursacht durch Nicht-Muslime)
2. Der Zweite Weltkrieg 50-55000000 tot (verursacht durch Nicht-Muslime)
3. Nagasaki Atombomben 200.000 Tote (verursacht durch Nicht-Muslime)
4. Der Krieg in Vietnam mehr als 5 Millionen Tote (verursacht durch Nicht-Muslime)
5. Der Krieg in Bosnien / Kosovo mehr als 500.000 Toten (verursacht Nicht-Muslime)
6. Krieg im Irak (bisher) 1.200.000 Todesfälle (verursacht Nicht-Muslime)
7. Afghanistan, Burma usw. (verursacht durch Nicht-Muslime)
Du denkst immer noch, dass der Islam ist das Problem ?!
Und wenn zu ihnen gesagt wird: ""verursachen keine Korruption auf der Erde"", sagen sie: ""Wir sind Friedensmacher, aber Reformer."" [02.11]";nothing
856764654361959;SUPERGEIL !!!!;nothing
861966020508489;Und can findest du dich jetzt cooler nach dem du hier irgendein Blödsinn hier von dir gibst?  Musst du keine Hausaufgaben machen oder deiner Mama beim Haushalt helfen ? Macht dich lieber nützlich anstatt hier blödes zeug zu kommentieren ... Danke ...;nothing
1007316452640111;Hatten sie mal die Plakate auf die Meinungsfreheit rechts unten gesehen ?;nothing
856866234351801;"Alliierten Rundfunk Deutschland ;)";nothing
858356860869405;"Hr. Blum, Sie haben überhaupt keine Ahnung was in diesem Lande alles läuft  ;-)  Auch ein großes Chemie-Unternehmen aus LU missbraucht den Osten als  Billiglohn-Gebiet. Ebenso fast alle Banken etc. Sein Sie also nicht so  stolz auf den Rest der BRD GmbH :-)";nothing
856885011016590;Mal drei und dann die wurzel, bei der schlossplatzdemo habe ich selbst gezählt und kam auf 3432 davon 2000 pfeifen;nothing
1052436041461485;Mal sehen, wann von den Watchies und DDHirnfrei wieder das mimimi kommt.;nothing
1105426452829110;Psssst, nicht so laut. Sonst biste ein Rassist/Nazi.  :-);nothing
1056911371013952;Ein schlechter Witz;nothing
857146747657083;Lübeck hat es doch vorgemacht;nothing
856835404354884;es wird doch immer runtergerechnet -- und bei der gegendemo schlappe 1000 - tja war ja auch noch hell da gehen ratten auch nicht vor die tür;nothing
1123721690999586;Dann wäre Roland Kaiser mein Bundespräsident :-) :-);nothing
1053360514702371;"Hans-Peter Potulski Ja, das ist mir bekannt, nur so war das auch nicht von mir gemeint, denn wenn der Klügere IMMER nachgibt regieren irgendwann die Dummen die Welt (so wie es zur Zeit auch ist). Man muss also wissen WANN es klüger ist nachzugeben. So sollte das Sprichwort besser lauten ""DER KLÜGERE WEISS WANN ER NACHZUGEBEN HAT"" ;-) Besser so?";nothing
1058125127559243;Yes.. we are diferent view on problems with muslims  then Frau Merkel;nothing
1152539311451157;"sehr treffend formuliert,du sprichst mir aus dem Herzen...ich wohne auf dem Land in einem Dorf mit ca. 4 Tausend Einwohner nahe der französischen Grenze, seit etwa einem halben Jahr werden wir hier förmlich von diesen ""Facharbeiter"" überrannt.Kopftücher an jeder Ecke wo man nur hinschaut. Da kommen ganze Sippschaften,das sind alles Großfamilien.Eine davon,die erst vor kurzem in ein altes Haus auf der anderen Straßenseite einzog hat als erstes mit großen Buchstaben das Wort Ramadan auf die Fensterscheibe geschrieben,und das müssen wir alles mit Toleranz und Emphatie so hinnehmen bis zu unserem Untergang,denn das ist alles von unserer Verräterregierung so gewollt.";nothing
972143596157397;so siehts aus im zündeln sind sie weltmeister  https://www.youtube.com/watch?v=z13iR68i7_8;nothing
982669145104842;Und das sind die so genannten armen Flüchtlinge die im Erika zu uns gebeten hat.. na da sag ich nur prost Mahlzeit. Kann man nur hoffen das jetzt die so genannten gutmenschen mal begreifen was für protalen und skrupellosen Leuten sie hier jeden Tag ein herzliches willkommen zu ruft.. schämt euch.;nothing
862019293836495;Um die erste Frage zu beantworten .... JA, dass ist sehr wohl mein Ernst. Ist aber nur ein kleiner Denkanstoß. Auf Frage 2 möchte ich nicht näher eingehen, würde sie aber mit NEIN beantworten.;nothing
