"";"id";"description";"DBO"
"6377";882680635103694;"Das waren doch sicherlich deutsche Nazis, obwohl es könnte auch Putin dahinter stecken.";"nothing"
"6495";882741251764299;"Na und? In China ist ein Sack Reis umgefallen.......!";"nothing"
"455";1134201909951564;"Das will keiner und die gehören in ihr Land und dort sollen sie bleiben";"nothing"
"7732";1080381515333604;"Wahnsinns Rede!!";"nothing"
"8710";945832245455199;"nicht nur in München....";"nothing"
"944";1064122083626214;"Sven Endel Wie hast du es denn geschafft, in Deutschland geboren zu sein? Muss ja eine bestimmte Leistung gewesen sein, auf die du nun stolz bist.";"nothing"
"7101";925416614163429;"Frankfurt

Da kommt dein Flugplatz noch dazu ,einfach keinen Mist erzählen!

So viele Verbrechen wie lange nicht
2014 war in Frankfurt ein Jahr mit vielen Morden – die meisten sind geklärt. Ein Überblick über ein nicht „ganz normales“ Jahr für die Ermittler.

Jahreswechsel mit einem Verbrechen beginnt, kommt nicht selten vor – nach Auskunft von Kriminalpsychologen sogar ziemlich häufig. Denn Weihnachten, so sagen sie, sei eine „hochemotionale Zeit“. Viele Familien seien sich an den Festtagen so nah wie selten, komme es zum Streit, sei die Gefahr hoch, dass die Situation eskaliere.

Dieses Weihnachtsfest ist für die Frankfurter Polizei so gesehen fast schon eine Ausnahme gewesen. Denn zum Ausklang des Jahres ist es in der Mainmetropole ungewöhnlich ruhig geblieben – ganz anders als in den zwölf Monaten zuvor. Aus Sicht der Ermittler ist das Jahr 2014 nämlich kein „ganz normales“ gewesen. Nur zwei Tage nach Neujahr ereignete sich der erste Mord – und der sollte nur der Auftakt zu einer ganzen Reihe von Tötungsdelikten sein. Das ganze Jahr über wurde in Frankfurt und Umgebung geschossen, erstochen und anderweitig getötet. So viel wie lange nicht mehr.

Mysteriöser Kopfschuss-Mord
Eines der Verbrechen, das die Polizei bis heute vor ein Rätsel stellt, war der Mord an dem Wettspielbetreiber Oliver F. am 3. Januar 2014. Am helllichten Tage wurde der Mann in Frankfurt-Sachsenhausen im Innenhof des Gebäudes, in dem er sein Büro hatte, erschossen. Nach bisherigen Erkenntnissen lauerte der Täter dem Geschäftsmann auf und schoss ihm zwei Kugeln in den Kopf. Es gab keine Zeugen und keine brauchbaren Aufzeichnungen von Überwachungskameras. Die offizielle Stellungnahme der Polizei lautet bis heute, sie ermittle „in alle Richtungen“. Allerdings, so ist aus dem Kreis der Ermittler zu hören, wird ein geschäftliches Motiv vermutet. F., der das Unternehmen Happybet zusammen mit seinem Bruder aufgebaut hatte, soll Gerüchten zufolge geplant haben, aus bestehenden Verträgen mit ausländischen Wettanbietern auszusteigen, um unabhängig zu sein. Nach Ansicht der Ermittler ging es möglicherweise um viel Geld. Selbst wenn der eigentliche Schütze jemals gefasst werden sollte, sei fraglich, ob die Hintermänner ermittelt werden könnten, glauben die Beamten. Denn nach allem, was die Auswertung der Spuren bisher ergeben hat, handelte es sich um einen Auftragsmord.

Weit weniger rätselhaft ist der Mord an zwei Afghanen vor dem Frankfurter Landgericht am 24. Januar 2014. Der Prozess gegen den mutmaßlichen Täter, den 48 Jahre alten Afghanen Hamayon S., wird gerade vor dem Landgericht verhandelt. Das Motiv scheint klar: Kurz nach der Tat sprach der heutige Frankfurter Polizeipräsident Gerhard Bereswill von „Blutrache“, einer Form der Selbstjustiz mit kulturellen Motiven.

Rache - ein häufiges Motiv
Auch der Prozess zeigt: Die Tat steht in engem Zusammenhang mit einem Verbrechen, das sich bereits vor sieben Jahren zugetragen hat, auf einem Parkplatz in Steinbach. Damals ging es um einen Streit zwischen Autohändlern, bei dem der Bruder von Hamayon S. getötet wurde – mutmaßlich von den beiden Männern, die S. schließlich vor dem Landgericht erschoss. Beide wurden in einem ersten Urteil freigesprochen. Hamayon S., so stellt sich die Tat heute dar, wollte seinen toten Bruder rächen. Die Frankfurter Polizei befürchtet weitere Racheakte zwischen den beiden afghanischen Familien – auch wenn es derzeit keine konkreten Hinweise darauf gibt.

Die Morde vor dem Landgericht blieben nicht die einzige Tat, die von Rache getrieben war. Denn auch die tödlichen Schüsse, die im April 2014 im Frankfurter Stadtteil Nieder-Eschbach fielen, waren nach derzeitigen Erkenntnissen die Reaktion auf einen Streit, der schon länger zwischen zwei jungen Männern schwelte. Angeblich ging es um Drogengeschäfte. Der Fall des toten Kibrom T. beschäftigte die Polizei über Wochen hinweg. Auch deshalb, weil T. Mitglied der Rockervereinigung MC Gremium Fulda war und die Polizei zunächst befürchtete, es könne nach der Tat zu Racheaktionen aus diesen Kreisen kommen – was aber ausblieb.

Zeugen psychologisch betreut
Der mutmaßliche Täter, ein 27 Jahre alter polizeibekannter Deutsch-Afghane, tötete den Äthiopier KibromT. an jenem späten Nachmittag direkt neben einem Spielplatz, auf dem sich zu diesem Zeitpunkt mehrere Kinder aufhielten, mit rund 20 Schüssen. Wochenlang stand die Siedlung unter Schock. Anwohner, die die Tat aus nächster Nähe miterlebt haben, bekamen psychologische Betreuung. Einige von ihnen leiden noch heute unter den Eindrücken der Tat.

 Nach tödlicher Schießerei - Nach der Schießerei im Park am Ben-Gurion-Ring in Frankfurt, bei der am 2. April 2014 ein Mann getötet und zwei verletzt worden, sind die Anwohner in der Siedlung schockiert. Am Tatort wurden Kerzen aufgestellt.

Nach der tödlichen Schießerei am Frankfurter Ben-Gurion-Ring erinnern am Tatort Trauerkerzen an das Opfer
Um Drogengeschäfte soll es auch bei der Schießerei gegangen sein, die sich nur wenige Tage später im Frankfurter Bahnhofsviertel ereignete. Angeblich war in einer Bar ein Rauschgiftgeschäft gescheitert, der Täter schoss dem Opfer, einem 23 Jahre alten Mann aus der Drogenszene, daraufhin auf offener Straße zweimal ins Bein. Der Mann überlebte schwer verletzt, der Schütze flüchtete unerkannt.

Eine umkämpfte Region
Gleich fünf Verletzte gab es im Bahnhofsviertel drei Monate später, als Mitglieder der Hells Angels aufeinander schossen. Von einem neuen Rockerkrieg wollte die Polizei damals noch nicht sprechen. Allerdings mehrten sich in den folgenden Wochen die Hinweise, dass sich der schwelende Konflikt zwischen deutschen und türkischen Hells Angels „auf die Straße“ verlagern werde. In Polizeikreisen heißt es inzwischen, es sei nicht auszuschließen, dass es auch künftig zu gewaltsamen Auseinandersetzungen zwischen den Gruppen kommen könnte. Das Rhein-Main-Gebiet ist den Ermittlern zufolge derzeit eines der am stärksten umkämpften Reviere für Drogen- und Prostitutionsgeschäfte, mit denen die Rocker in Verbindung gebracht werden.

Geklärt hat die Polizei in Frankfurt unterdessen den Mord an einem Gemüsehändler aus Bulgarien, der nach derzeitigen Erkenntnissen von einem Geschäftspartner erstochen wurde. Bei der Tat, die sich im Juli ereignete, ging es um eine fünfstellige Geldsumme. Der Täter wurde nach einigen Wochen festgenommen.

Mehr zum Thema
 Toter Quadfahrer: Verursacher weiter flüchtig
 Kopfschuss-Mord: Ermittlungen führen nach Serbien
 Frankfurter Kopfschuss-Fall: Die Spur führt zu mafiösen Strukturen
 Nach Bluttat am Gericht: Mutmaßlicher Doppelmörder hält Richter für befangen
 Ermittlungen nach Schießerei werden ausgeweitet
 Hells Angels schweigen nach Schießerei
 Nach Leichenfund auf Reiterhof: Ehepaar aus Maintal wurde ermordet

Um viel Geld soll es auch in dem Fall des getöteten Ehepaars aus Maintal gegangen sein, der die Polizei mehrere Monate lang beschäftigte. Die Beamten hatten Blutspuren des zunächst vermissten Ehepaars auf einem Grundstück gefunden, das ihm gehörte und das es an einen 59 Jahre alten Mann und seinen Sohn vermietet hatte. Diese beiden wurden verdächtigt, das Paar schließlich wegen Unstimmigkeiten über die Mietzahlungen umgebracht zu haben. Doch lange schien es, als bleibe das Tötungsdelikt ein „Fall ohne Leichen“. Erst vier Monate nach der Tat bekam die Polizei einen Hinweis und fand das Ehepaar auf seinem Anwesen – von den Tätern in der Erde verscharrt.";"nothing"
"3995";985473014824455;"Geh spielen.VOLLPFOSTEN.";"nothing"
"6302";882708125100945;"Das Netz ist voll von solchen Einzelfällen: http://www.schwaebische.de/region_artikel,-Asylbewerber-verletzt-Landsmann-mit-Messer-_arid,10182839_toid,623.html naja solange sie es untereinander ausmachen ;)";"nothing"
"8575";945885555449868;"Kümmert euch lieber um unsere rentner die flaschen sammeln müssen um über die runden zu kommen !
#deutschlandschafftsichab";"nothing"
"9255";991272590911164;"Du brauchst mir nichts erzählen, - ich setze mich fast jeden Tag etwa 3h mit diesen ganzen Problemen ausenander..";"nothing"
"3866";1038767862828303;"Es empfiehlt sich also, den Dienst immer mit  ""frischen"" Socken anzutreten :) ?";"nothing"
"9256";1007145865990503;"Ja Deutschland z.B hast du vergessen";"nothing"
"7812";951643804874043;"https://www.facebook.com/events/111182765886655/";"nothing"
"5011";876307975740960;"ja klar, vielleicht lohndumping-schädlich.!";"nothing"
"1707";1121615731210182;"AfD + PEGIDA = gemeinsam stark! (y)";"nothing"
"7206";935429393162151;"Pascal Feller bitte nicht mit Fakten kommen,das verwirrt so manchen Fanatiker....";"nothing"
"1845";1111384548899967;"Mimimimi";"nothing"
"5307";1012238182147938;"Das haut rein. Bin gespannt auf deinen Mega Umsatz ??????????????";"nothing"
"6318";882702901768134;"Das war der nazi Hausmeister !";"nothing"
"6030";854997881205303;"sprecht euch mit Legida aus. es wäre auch angebracht, meiner meinung nach, alle die in der nähe sind zu mobilisieren. nur alle zusammen können was bewirken. glück auf aus dem pott";"nothing"
"8486";855417087830049;"Dresden ist wirklich ne sehr schöne Stadt...allerdings wäre sie noch schöner ohne das braune Gesocks!Aber da können ja die Anständigen und Gebildeten Dresdner nichts für.";"nothing"
"9284";1007204152651341;"Machen die jetzt die Jungfrauen zu Schlampen? ...äh tschuldigung ??";"nothing"
"1262";862019960503095;"Mein Sohn hat Dominikanische Wurzeln, Liebe Politminuskrusten, Gutmenschen, Linksnazis&Grünfaschisten -bin ich jetzt Nazi? ? ? ? ? ? ? ? ? ?? ?? ?? ?? ?? ??";"nothing"
"2611";982682431770180;"da sieht man mal was flüchtlinge von gesetzen halten. richtig so ungarn. wenn die nicht aufhören können auch ein par wahnschüsse helfen";"nothing"
"5614";1010190375686052;"Mirko Granz da hast Du genau ins Schwarze getroffen. Aber da man so in Rage kommt wenn man verschiedene Kommentare liest oder die Nachrichten bei msn verfolgt ist  man ganz schnell mit dem Finger daneben.";"nothing"
"992";1063745966997159;"Starkes Deutschland und vor allem schlaue Kinder das währe gut .
Hätten wir nur halb so viel für unsere Jugend und Kinder ausgegeben  , wie für die aktuellen Flüchtlinge .
Währe alles gut !";"criticism"
"3144";1056922567679499;"Massenabschiebung???????????????????????";"criticism"
"1231";862030447168713;"Wer sagt dass es ihr Land ist?";"nothing"
"8786";945379548833802;"Was soll das noch werden und wer bringt die Basic zum Leben,
Wenn jeder aus Syrien und dem Irak jetzt seine  FamilieN   
Nachholt ..?
Da wird wohl kein Deutschkurs verlangt und eigenes Geld zum Leben?
Ist doch eine Kette ohne Ende.....da ist jede Urkunde gezinkt!!";"nothing"
"2419";1055142804524142;"Ja und das sollten sie mal in den Schulen als Aufklärungsvideo zeigen,damit den Jugendlichen mal die Augen geöffnet werden.Dann dürfte es auch nicht mehr so viel Gut-bzw. Dummmenschen geben.";"nothing"
"8777";945882612116829;"Andreas Bratfisch

Das sind Wirtschaftsflüchtlinge. Die größte Teil von denen wird in Deutschland nicht arbeiten gehen. 

http://www.achgut.com/dadgdx/index.php/dadgd/article/das_ende_des_weissen_mannes_in_afrika";"nothing"
"5622";1011310092240747;"Sehr geehrter Herr Bue, ich kann sehr wohl sachlich argumentieren. Ich ertrage es nur nicht, dass Menschen die Angst und Befürchtungen vor Terrorismus mit ""Nazitum"" gleichsetzen und die vielen Leute, die dagegen auf die Straße gehen, in die rechte Ecke stellen. Waren Sie schon einmal bei einer Pegida Veranstaltung? Würde Ihnen das einmal empfehlen und dort auch mal mit Teilnehmern sprechen, welche Gründe sie haben, dort zu sein. Und übrigens, ich stehe auch täglich vor 4 Uhr auf.";"nothing"
"9244";991524197552670;"https://m.facebook.com/profile.php?id=1571374403078705";"nothing"
"4125";985441104827646;"In Zwickau war in der vergangenen Woche genug los... Randale vor der Arge mit über 20 Männern aus Eritrea und Albanien und den Tag drauf, nur wenige Meter entfernt, sind Herrschaften der selben Herkunft mit Zaunlatten bewaffnet in eine Kita geklettert und haben da Randale gemacht... 
Und nein, das habe ich von Deutschen noch nicht gesehen...";"criticism"
"2942";1056669754371447;"Rosi Meyer Volksverhetzung?  Dieses Gesindel welches für das Deutsche Volk dasein sollte und für was sie reichlich bezahlt werden,sollte wegen Volks und Landesverrat vor Gericht getrieben werden.";"agitation"
"6351";882701848434906;"Waren bestimmt ungläubige xd";"nothing"
"6681";1012405272131229;"...sind auch migrationsbelastete unrasierte Weiber von den Grünen willkommen?";"nothing"
"6471";882745638430527;"Na so eine schnelle, eindeutige Wertung gefällt den linksfaschtischen Gutmenschen mit Sicherheit nicht !!";"nothing"
"2811";982733011765122;"Ich möchte nicht wissen was uns hier in unserem deutschen Heimatland noch erwartet.Das sind keine Menschen die um Hilfe bitten.Die rasten aus wenn die erst in Deutschland sind und den ""Wohlstand"" nach 10 stündigen Werktag sehen.";"nothing"
"6305";882917171746707;"Die Evolution ist nicht aufzuhalten, ist nicht deren Lebensraum und genauso muss es sein, die natürliche auslesen hat begonnen. ??";"nothing"
"5913";855039564534468;"Frank, kannst du mir eigentlich mal erklären, warum so viele hier mit Fakeprofilen unterwegs sind? Habt ihr Angst mit eurem richtigen Profilen zu posten? Oder wollt ihr die Likezahl nach oben pushen? Im  übrigen ist das wirklich zum lachen.. Danke für diese tolle Vorlage!";"nothing"
"1398";861981233840301;"Der Mann zahlt Euer Harz 4, lasst ihn schlafen !";"nothing"
"9035";1007233742648382;"Besser hätte man es nicht ausdrücken können";"nothing"
"2512";982729191765504;"Ich habe jetzt nur Angst und bitte lasst mich nicht Recht haben bitte bitte bitte.....wenn die, die Grenze nicht mehr halten können und diese Gestürmt wird...diese Horde auf die Polizisten gehen und nur einer die Nerven verliert....und einen oder mehrer Erschiesst dann wird es von innenherraus sowas von abgehen wenn die, die schon hier drinne sind erfahren das auf einen  Ihrer ""Brüder"" geschossen wurde....dann is hier Land unter! ES DREHT SICH MIR DER MAGEN UM bei dem Gedanke";"nothing"
"6105";883001971738227;"-1";"nothing"
"4375";985386104833146;"als...";"nothing"
"2666";982683095103447;"Richtig die Ungarn lassen sich nicht von diesen Wilden vorführen. Wer sich derart aufführt, verdient es nicht anders. So ein Pack braucht niemand. Ab nach Hause. Wenn Wasserwerfer nicht reichen müssen scharfe Geschütze her. Ich stehe voll hinter Ungarn.";"nothing"
"7709";1095982737106815;"Was diese Zugvögel sich alles herausnehmen ist unglaublich. Kinder vorschicken wenn was passiert ist denen scheißegal, hauptsache sie bekommen ihren Willen. Wasserwerfer und gut ist.";"nothing"
"7354";935303899841367;"Beschreibung des ersten Täters: sehr dünn [...], zweiten Täters: auffallend dünn [...]
Auch wenn's traurig ist -- ich musste lachen...";"nothing"
"6280";882726301765794;"Sehr gut Klaus!So ist es,hast recht,sind leider noch zu viel ""schwarze"" Schafe unter uns,endlich einer der sich traut hier mal ... !";"nothing"
"4745";1105708132800942;"https://www.facebook.com/LiebezurFreiheit/videos/1608625352794802/";"nothing"
"7786";962167537155003;"http://www.faz.net/aktuell/gesellschaft/menschen/einwanderung-asylbehoerde-zweifelt-an-til-schweigers-fluechtlingsheim-13739916.html#GEPC;s6";"nothing"
"2188";1043783935660029;"Volksverhetzung mit ner Mistgabel? Ganz schlecht...darf ich nun nicht mehr Misten? ??";"nothing"
"8415";861943823844042;"Pegida wird sich genauso auflösen wie Leipzig, ihr werdet sehen";"nothing"
"5657";855015591203532;"https://www.youtube.com/watch?v=vdWYf4A60zs";"nothing"
"2833";982681388436951;"Ungarn";"nothing"
"1107";1064349993603423;"Sachsen bleibt stark.";"nothing"
"1547";862019460503145;"Sie wollen uns mundtot machen, aber das wird ihnen nicht gelingen! ??";"nothing"
"1230";862030493835375;"Zeig dein gesicht Karla!!!!!";"nothing"
"4253";985420041496419;"wenn das so weiter geht erden die Deutschen noch mehr ausgepresst wie sie es schon sind . ( Wie sagt das Sprichwort wie eine Zitrone was hier aber nicht mehr ausreichen würde . ) !!!";"nothing"
"6299";882714958433595;"Wen interessiert das? Die machen sich doch eh gegenseitig kalt da ist halt einer weniger!";"nothing"
"2713";982683221770101;"So wird es generell werden wenn die netten Asylafisten ihren Willen nicht bekommen oder gar abgeschoben werden sollen... aber  damit diese Kreaturen wieder aus dem Land zu bekommen sind wird zwar gefordert aber nicht überfordert;)";"nothing"
"3162";982653908439699;"Klockner Udo Nicholaus";"nothing"
"3262";982647168440373;"Läst mal die Serben aus dem Spiel! Ein vom Westen gebeuteltes Land!
Die haben selber genug Probleme und handeln genau richtig!!!!";"nothing"
"4458";1105416262830129;"am besten die bauen se gleich aus Asbest...hahaha";"nothing"
"2988";1056881201016969;"Bloß nicht,  solche Totslversager! Aber der Seehofer der macht wenigstens mal das Maul auf gegen diese Schrulle  Merkel";"criticism"
"3844";1035954086443014;"Ganz Deutschland sollte Dresden sein! Steht alle auf!";"nothing"
"4203";989186374453119;"Super Gegendarstellung !

Das macht ihr in letzter Zeit sehr gut.";"nothing"
"6486";882739651764459;"Wovor flüchtet man aus Marokko???";"nothing"
"8952";945435318828225;"Und weil sie langsam merken, wie ihnen die Felle davon schwimmen, biedern sie sich dem Islam an. Sie gehen in die Koranreaktoren, machen mit beim ersten Essenfassen nach dem nahrungsarmen Tag, um Wählerstimmen zu generieren. Aber diese Wählerstimmen haben im Grunde überhaupt keinen Wert, weil das keine Angehörigen des deutschen Volkes sind. Sämtliche Parteien in Deutschland machen das so. Von einigen hört oder ließt man es, andere verschweigen das lieber, solange der mögliche Erfolg gegeben scheint. Folgerichtig müssen wieder mehr Nichtwähler aus dem Sessel kommen und ihr Kreuz an der richtigen Stelle machen. Ja und mir ist auch bewusst, das in letzter Instanz diejenigen entscheiden, welche die Stimmen zählen. Das wurde eindrucksvoll bei der letzten BUTAWA bewiesen,  als die AFD permanent unter 5% blieb.";"nothing"
"8421";855153351189756;"http://youtu.be/tC_vYJBhJuc
Hartmut nur für dich";"nothing"
"116";1065896900115399;"Michael Grimm  ja die hässliche Fratze! Warum sehen das so wenige Mensche? Denen im Westen ging es doch nur gut ,weil es uns gab. Die ganzen Konsumgüter die wir zusätzlich in den Kombinaten produziert haben für den Westen. Wir 16 Millionen Einwohner waren tüchtige Arbeiter, mit dem bisschen was wir hatten! Ich will das System von Damals nicht preisen, denn so ging es auch nicht weiter! Jedoch was jetzt abgeht ist der schiere Wahnsinn!";"criticism"
"2510";982702398434850;"Irgendwie ist die lisa weg...";"nothing"
"4841";876590965712661;"Alles richtig gemacht";"nothing"
"8545";855705014467923;"Der  mutmaßliche Mörder von Khaled I. hat offenbar gezielt versucht,  einen  fremdenfeindlichen Hintergrund der Tat zu konstruieren:
http://www.politikversagen.de/artikel/tatverdaechtiger-lenkte-verdacht-auf-pegida";"nothing"
"5266";1010186439019779;"Ja das ist halt der schlanke Staat............";"criticism"
"8697";945876605450763;"Die Gleichgültigkeit ist doch kein Wunder, die Verblödungsmaschinerie läuft wie geschmiert. Die TV- und Radioprogramme und unsere Presse spiegeln den Zustand der Gesellschaft wieder. Ohne Internet würden wir wohl auch noch glauben was uns alles erzählt wird....";"nothing"
"8245";855163504522074;"http://jungundstark.de/#site";"nothing"
"5862";855030364535388;"a Linker.......";"nothing"
"7627";1092670327438056;"da könnten sich doch die ganzen nordafrikaner den umweg über die brd sparen - nach syrien ists ja nicht so weit";"nothing"
"4860";876386665733091;"Dafür , das die Antifa ja nur eine kleine Randgruppe mit lauter Idioten ist, macht sie aber ganz schön auf sich aufmerksam...Ich denk mal, die sind auch am Untergang der Titanik beteiligt, diese Nazis!";"nothing"
"8134";962167293821694;"https://www.facebook.com/photo.php?fbid=1634658126807564&set=a.1397343700539009.1073741828.100007901769458&type=1&theater";"nothing"
"3408";982651265106630;"Ordentlich Natriumhydroxid in den Wassertank würde die Sache enorm beschleunigen.";"nothing"
"5786";855057751199316;"Zum aktuellen Tagesgeschehen hab ich mal ein kleines Bild gebastelt...";"nothing"
"5668";855012794537145;"PEGIDA sonst nichts !!!";"nothing"
"4350";989416164430140;"https://m.facebook.com/profile.php?id=1571374403078705";"nothing"
"6124";882997535072004;"warum heißt es immer flüchtlinge??? wieder ein sozialschmarotzer passt besser...";"nothing"
"5221";1012234458814977;"Diese Vollpfosten, mit dem ""aus Rücksicht"" ist doch nur Kaspertheater.";"nothing"
"1234";874508542587570;"Kein ding ;-)

Macht euch kein kopf...";"nothing"
"5224";1010288085676281;"sorry...falsch ausgedrückt: ich meinte dort vor Ort in Syrien! Wenn denen dort schon gesagt wird, das eine Einreise hier mit Auflagen verbunden ist, überlegt sich vielleicht doch ein Großteil, woanders hin zu gehen...; es gibt ja auch in näherer Umgebung sichere Einreiseländer!";"nothing"
"7462";1095902937114795;"Sofort die schweine schiessen sonst die muslime bringen uns um! Dass ist eine riesige teroristische organisation! Und islam v EU gesetzlich verboten und zwar sofort.. Ich habe angst um unsere zukunft ! Unsere sicherheit! Um unsere kinder!";"criticism"
"8263";855156244522800;"Dito! (Mit Satzzeichen) ;-)";"nothing"
"8973";991241824247574;"Wir können dies mal leider auch nicht (is ja auch nich gleich um die Ecke)... Aber wir schauen Euch zu und sind stolz auf alle, die ""aufstehen"".";"nothing"
"8412";855640781141013;"Nee, kann mit Ossihass nicht dienen. Ich mache mich nur über Leute lustig, die jemanden hassen, der de facto gar nicht da ist. Ihr macht Euch in Dresden total lächerlich.";"nothing"
"2953";1056670557704700;"Kann er ja auch, bekommt ja weiterhin fett bezahlt.";"nothing"
"1129";1063277307044025;"da hat wohl jemand ein paar stunden internetzugang bekommen von mutti?...";"nothing"
"8484";861942773844147;"Die Ruhe tat mal gut! Und jetzt mit neuen Elan in Richtung Zukunft.";"nothing"
"2874";1057006817671074;"Und das Flugzeug muss danach kernsaniert werden weil die Toilette nicht Richtung Osten ausgerichtet war...";"nothing"
"215";1069095463128876;"Doch fahrt in die Großstädte dort in BW.Dann wirst du es sofort sehen was da abgeht.";"nothing"
"916";1063649617006794;"der schandfleck deutschlands ^^ was man sieht ist die kongruenz zwischen gutmenschen und nicht vorhandener intelligenz";"nothing"
"1569";876252429079848;"Ist doch klar, wenn sich bei jedem von uns Mo. abend die Körpertemperatur um 2° erhöht. Muss man bloß mal hochrechnen. ;-)";"nothing"
"1709";1111815772190178;"Na wenns euch gefällt - ist halt Geschmacksache..";"nothing"
"6545";882692221769202;"Pech wenn interessiert es sollen sie zurück in ihr Land gehen";"nothing"
"57";1065828320122257;"Torsten";"nothing"
"7827";962749683763455;"habe geschaut, eine Antwort kommt auf den selben Weg, aus Zeitgründen wahrscheinlich aber erst ab Donnerstag";"nothing"
"6035";855035757868182;"Feine Sache ?????? Erzgebirge, Gebirge, Gebirge!! ????";"nothing"
"8982";991360434235713;"Ich komm mit.";"nothing"
"9193";991514267553663;"Danke Frantisek.";"nothing"
"2136";1055369587834797;"Der Rest der Arschkriecher genauso so eine Schande";"nothing"
"9291";991379230900500;"Nope, dass liegt in Frankreich und war gastfreundlich! Und wehe wenn du noch einmal Asterix für deine scheiß patriotische Hetze missbrauchst! Seine Dummheit auf die Straße tragen ist eine Sache, aber es gibt Grenzen! Asterix bleibt auf der Seite des gesunden Menschenverstands! ;)";"nothing"
"311";1065868406784915;"ja ja, politische Bildung, Demokratie ... soll auf den Stundenplan .... Ein Staat, der seine jungen Staatsbürger, seine Kinder indoktriniert, hat letztlich das Recht verwirkt sich einen pluralistischen, freiheitlich-demokratischen Rechtsstaat zu nennen. Hier wird der Boden zur Scharia bereitet.";"criticism"
"362";1065997013438721;"Genau - Staatsbürgerkunde...He He";"nothing"
"6301";882678231770601;"Huch!! Der wurde sicher von den einem bösen Nazi ermordet -_- :P";"nothing"
"4812";1105441722827583;"Denke der Sachse lässt das nicht zu";"nothing"
"322";1064697370235352;"Aber bestimmt kennt ihr Deppen nicht einmal den kategorischen Imperativ. Ahnung vom 2. Weltkrieg oder wie es dazu kam kann man hier wohl auch nich voraussetzen.... ihr wisst gar nicht was ihr tut...";"nothing"
"5411";1010206505684439;"Heute stehen die Ayatollahs der offenen Grenzen vor dem Scherbenhaufen ihrer Politik. Europa wird mit einem ungeahnten Einwanderungsstrom konfrontiert, der schon lange den Charakter einer Völkerwanderung angenommen hat.  https://jungefreiheit.de/debatte/kommentar/2015/bruessel-europas-hauptstadt-des-dschihad/";"criticism"
"7006";1012533228785100;"Diesen Links-Grünen Idioten ist aber auch nichts zu doof !  Diese Asylbetrüger wissen doch vorher, dass sie in ein christliches Land einfallen und dass sie sich auf eine christliche Kultue einzustellen haben. Es ist einfach nur widerlich, wie diese Links-Grünen sich bei den Asylbetrügern einschleimen wollen !";"nothing"
"498";1134242839947471;"Jürgen empfiehlt....  Einfach mal zurücktreten....";"criticism"
"108";1065848556786900;"http://m.spiegel.de/schulspiegel/a-927282.html";"nothing"
"8838";945900362115054;"Nun dann habe ich dieses ""am Ende wird niemandem etwas passieren"" falsch ausgelegt. Verzeih. Ich bin froh, denn es spricht für einen Sinn von Gerechtigkeit. Ich möchte eine Romanfigur eines von mir geschätzten Autors zitieren, zumindest Sinngemäß.

""Als ich eines schönen Tages an einem Fluß spazieren ging entdeckte ich eine Ottermutter mit Ihren Jungen. Ein reizender Anblick. Doch noch während ich zuschaute tauchte die Mutter unter und kam mit einem dicken Lachs wieder hervor, den Sie auf einen halb im Wasser liegenden Baumstamm schleppte. Als Sie Ihn fraß, während er natürlich noch lebte, brach sein Körper auf, und ich erinnere mich bis zum heutigen Tag an die herrlich rosige Farbe seines Rogens, als er heraus quoll, sehr zur Freude der kleinen Babyotter, ... Eines der Wunder der Natur meine Herren, eine Mutter mit ihren Kindern frißt sich an einer Mutter und Ihren Kindern satt. In diesem Moment wurde mir das Böse zum ersten mal richtig bewußt. Es wohnt der Natur des Universums Inne. Jede Welt dreht sich in schmerzen. Falls es irgend ein übergeordnetes Wesen gibt, so sagte ich mir damals, obliegt es uns allen, uns Ihm gegenüber als moralisch überlegen zu erweißen.""

Jesus sagte. ""Mein Reich ist nicht von dieser Welt"" und Johannes 19  ""Wäret ihr von der Welt, so hätte die Welt das Ihre lieb. Weil ihr aber nicht von der Welt seid, sondern ich euch aus der Welt erwählt habe, darum hasst euch die Welt.""

Gottes Reich ist nicht von dieser Welt, und es obliegt uns, uns in Ihr zu behaupten und unseren Rechten Sinn zu bewahren. Das heißt unsere Lieben und nächsten mit unserer ganzen Kraft zu schützen. Die Welt ist Grausam, und verzeiht keine Fehler, moralisch zu handeln heißt nicht naiv durch die Welt zu gehen oder darauf zu verzichten zu Sühnen. Es heißt das zu tun was man für richtig hält ohne Grausam zu sein oder zu schickanieren. Aber genau das ist es was *wir* erleiden, hier am konkreten Beispiel, der besorgten Bürger, die Mißstände bekämpfen, aber durch Söldner, noch dazu fremde, nieder gerungen werden sollen.";"nothing"
"7220";935351609836596;"http://www.bild.de/news/vermischtes/auslaender-kriminalitaet-3354366.bild.html meine Erklärung dazu steht doch oben. Eine  nach mittelalterlichen Ehrbegriffen  erzogene und in Großfamilenverbänden lebende, teils streng religiöse  Einwanderergruppe trifft auf unsere aus ihrer Sicht ""Gottlose"" und zur Indivitualität neigende Gesellschaft.  Dazu kommt noch das Neid weckende Besitzgefälle und der islamische Überlegenheitsanspruch (siehe Koransuren). Das ist MEINE(!) Erklärung für die statistisch nachweisbare überdurchschnittlich hohe Gewaltkriminalität aus der benannten Gruppe. Alle Muslime jetzt zu Messertätern zu verurteilen liegt mir aber fern, das gibt die Statistik auch nicht her.";"nothing"
